graph_type,metric,sampler,frac,theta_mean,mean_sampled_mean,bias_rel_mean,var_rel_mean,nd_mean,theta_std,mean_sampled_std,bias_rel_std,var_rel_std,nd_std
BA,avg_path,degree_weighted,0.3,3.3903973717146436,3.470948060521741,0.023702129521588126,0.023534845637379113,0.03356884724578163,0.038521060384262396,0.06092143114155907,0.006649595003243305,0.0017158755530426696,0.005759933996945093
BA,avg_path,edge_uniform,0.05,3.3903973717146436,3.5778134295706026,0.05527529877436995,0.1684355567876665,0.17854336300436532,0.038521060384262396,0.0894872336177564,0.023310337703157637,0.013453029143124223,0.012631688407895265
BA,avg_path,edge_uniform,0.1,3.3903973717146436,3.7450435136142692,0.10447673023329525,0.09927142688541532,0.1446742348132412,0.038521060384262396,0.10921257543142376,0.023133650485180762,0.004186335060203196,0.01876572960597596
BA,avg_path,edge_uniform,0.2,3.3903973717146436,3.579820037913465,0.0557645284269783,0.043408684043022575,0.07089076680133359,0.038521060384262396,0.08195026726490517,0.01278799815795437,0.006384242787080824,0.012841769038520523
BA,avg_path,edge_uniform,0.3,3.3903973717146436,3.4721823459710115,0.024087219885116813,0.02355384192989294,0.03373577365375555,0.038521060384262396,0.05356207561757658,0.004961603202868603,0.002677391989120613,0.005280146162728467
BA,avg_path,random_node,0.05,3.3903973717146436,1.4575705384402355,-0.5700832501268293,0.12325425895971602,0.5835040503639876,0.038521060384262396,0.07221293367625198,0.020734047083214056,0.015293912171156018,0.01734182812080291
BA,avg_path,random_node,0.1,3.3903973717146436,2.515861327244796,-0.2579924858187147,0.21648224933196744,0.33710214169093766,0.038521060384262396,0.06433232422775384,0.014147019489203027,0.015727165011362884,0.013454487444196635
BA,avg_path,random_node,0.2,3.3903973717146436,4.895516779597618,0.44376452690938867,0.27651978385176584,0.5229310958616553,0.038521060384262396,0.12187448923283813,0.020204322929709938,0.009776796102865942,0.020501692342861772
BA,avg_path,random_node,0.3,3.3903973717146436,5.245894001103546,0.5473302346282105,0.2627204036881709,0.6081827151307702,0.038521060384262396,0.04563343052537454,0.008164092807412137,0.04635303691150425,0.024453691496423086
BA,avg_path,snowball,0.05,3.3903973717146436,3.1976232560822178,-0.05694249497602677,0.14141458595742876,0.15484445734481297,0.038521060384262396,0.09658100234494958,0.022440183430674172,0.031244081105048963,0.023651914150792944
BA,avg_path,snowball,0.1,3.3903973717146436,2.982251304142306,-0.12047974255592767,0.09159778411376122,0.15166590333835148,0.038521060384262396,0.0755437800020093,0.013527142402165088,0.005737623111411805,0.009727493631795078
BA,avg_path,snowball,0.2,3.3903973717146436,2.946450802550056,-0.1309837691072833,0.06124410642015408,0.14472397933525016,0.038521060384262396,0.05518671957753577,0.008949120943640965,0.008066793535608264,0.009917540333380402
BA,avg_path,snowball,0.3,3.3903973717146436,2.996964086471409,-0.11607358827441543,0.040868574648022515,0.12308712818393426,0.038521060384262396,0.05477632427682013,0.00968092515669727,0.0029573505050893194,0.009672780831465985
BA,clustering,degree_weighted,0.05,0.021692446411990786,0.0881129558901503,3.050039502589759,3.4750138765070075,4.6277272906128655,0.0014649778066983007,0.011221269045372975,0.27811947510986584,0.2747604880540704,0.32572524383296514
BA,clustering,degree_weighted,0.1,0.021692446411990786,0.09192299068666579,3.2252996834739243,1.5238894641197422,3.570845017322341,0.0014649778066983007,0.011512293387664765,0.2829918214858796,0.23997414207905415,0.3240381483173301
BA,clustering,degree_weighted,0.2,0.021692446411990786,0.07099580172729214,2.2668801994490266,0.45689411761074694,2.3129926655825583,0.0014649778066983007,0.00838820934911057,0.2250029371322906,0.05721164127853685,0.2255066440689928
BA,clustering,degree_weighted,0.3,0.021692446411990786,0.055236147959302616,1.5424157562639906,0.2131530365679868,1.5571999934719625,0.0014649778066983007,0.0057775376293798695,0.12899507036983263,0.027933119509131365,0.13011894739370317
BA,clustering,edge_uniform,0.05,0.021692446411990786,0.08341828606799331,2.8237075577378237,2.6957651373777716,3.9130623009633454,0.0014649778066983007,0.01495439648407362,0.4786330521791847,0.1375814185476769,0.39817093157479583
BA,clustering,edge_uniform,0.1,0.021692446411990786,0.08567151483153197,2.9378415142945755,1.3442516670304259,3.234538286656013,0.0014649778066983007,0.011016315517073804,0.28025322132356295,0.12518677456866212,0.25263178950406157
BA,clustering,edge_uniform,0.2,0.021692446411990786,0.06851276180666159,2.1521304979071743,0.44272252045896676,2.197886373156315,0.0014649778066983007,0.007438843864493857,0.1581763161911328,0.05553849011602672,0.15591591302699548
BA,clustering,edge_uniform,0.3,0.021692446411990786,0.05377395094124704,1.4749183868903535,0.20994022233109016,1.4901736824621497,0.0014649778066983007,0.005544589283301871,0.11488382176907598,0.03403390902634481,0.11361569329967228
BA,clustering,random_node,0.05,0.021692446411990786,0.004401036823100108,-0.7955199543081409,1.4364705797002528,1.9374427362107371,0.0014649778066983007,0.005349066969694219,0.24410913912213253,1.664919597596258,1.2287455994638836
BA,clustering,random_node,0.1,0.021692446411990786,0.012074269227253161,-0.44532932310092505,1.6762765344175778,1.7525695565210309,0.0014649778066983007,0.003890910308690793,0.1603839428941867,0.5072060355549595,0.4515334327621009
BA,clustering,random_node,0.2,0.021692446411990786,0.017187580027174455,-0.2085680660525071,0.7572790031634999,0.7874758350159288,0.0014649778066983007,0.0020373965499982734,0.06642340512739826,0.058660960849066565,0.06261467216551851
BA,clustering,random_node,0.3,0.021692446411990786,0.019346689076194922,-0.10698227005323777,0.5326870112447116,0.5439896133797609,0.0014649778066983007,0.000986951427101224,0.029808032889850896,0.03805615166711865,0.037838310498159944
BA,clustering,snowball,0.05,0.021692446411990786,0.09274843050303647,3.274488871015875,2.5484870734092113,4.163796468478829,0.0014649778066983007,0.009539388669932883,0.3112431371422647,0.44445762611849043,0.37979368789240253
BA,clustering,snowball,0.1,0.021692446411990786,0.07454105863330567,2.4227591872537264,1.103416496850223,2.663211614229366,0.0014649778066983007,0.011010379954104524,0.3150610781658456,0.12617969678219498,0.3292828986248465
BA,clustering,snowball,0.2,0.021692446411990786,0.05202655158563224,1.3955000334144607,0.30803008624268324,1.4292629141415971,0.0014649778066983007,0.005414986749957793,0.13727681504971045,0.03009783450851806,0.13834306281731582
BA,clustering,snowball,0.3,0.021692446411990786,0.042963101345465174,0.9787107025874056,0.15880881252546902,0.9915766249419145,0.0014649778066983007,0.0038127116275586716,0.06627366866296658,0.011559128467752663,0.06606176324916195
BA,modularity,degree_weighted,0.05,0.3893398515729119,0.5452641960638037,0.40045914601272214,0.25407007751766636,0.4749102122102462,0.006941196174479171,0.016911503788749817,0.03458314368208799,0.020107198992962642,0.028715345986802636
BA,modularity,degree_weighted,0.1,0.3893398515729119,0.5425053382662798,0.3931428607468169,0.14287560655753237,0.4184661050255788,0.006941196174479171,0.017767069371879,0.02396518674687168,0.014029567045230172,0.024438545167580907
BA,modularity,degree_weighted,0.2,0.3893398515729119,0.5011483684220066,0.2872575109871384,0.0667682076857882,0.2949590796253319,0.006941196174479171,0.00856590734824433,0.015260803145575588,0.00777247902790476,0.016149897715829975
BA,modularity,degree_weighted,0.3,0.3893398515729119,0.470208222100766,0.20789300084851864,0.04080743465177859,0.2118947944370367,0.006941196174479171,0.005387005521454103,0.017134508072077257,0.002278945812271315,0.016747036448921424
BA,modularity,edge_uniform,0.05,0.3893398515729119,0.6341181547796145,0.6283360135343432,0.23480253238291288,0.6711307037224935,0.006941196174479171,0.0253684006624687,0.04420295299942806,0.019033559846056994,0.04145623599104582
BA,modularity,edge_uniform,0.1,0.3893398515729119,0.5599332583762632,0.437967482890185,0.13749380631092728,0.4591363363961213,0.006941196174479171,0.016862947337613295,0.023044087315495287,0.012631444472548166,0.024144205399868314
BA,modularity,edge_uniform,0.2,0.3893398515729119,0.49350639225983495,0.2676513828031678,0.06274765218776238,0.27492750369635016,0.006941196174479171,0.00808929429307985,0.01611344731921191,0.006121901809302751,0.016848404072605405
BA,modularity,edge_uniform,0.3,0.3893398515729119,0.4568850949360466,0.17367091086467273,0.03688474979047074,0.17763840175705545,0.006941196174479171,0.0037052015696942067,0.014005374817376282,0.003990410865790348,0.013054088966302113
BA,modularity,random_node,0.05,0.3893398515729119,0.6062216446023585,0.5573817791743911,0.4684500568758831,0.7321966137586149,0.006941196174479171,0.018984372270552313,0.054072469550092504,0.07155324776469528,0.02353140789941249
BA,modularity,random_node,0.1,0.3893398515729119,0.7886590567483021,1.0261434908973892,0.1992429810874093,1.0454041182196327,0.006941196174479171,0.006394933803712798,0.03978406442328994,0.01705155695721821,0.04026910935307237
BA,modularity,random_node,0.2,0.3893398515729119,0.7848640841491527,1.0161097991086616,0.15558562127150635,1.027960138807177,0.006941196174479171,0.007837632617241002,0.016431815382528005,0.0064178075901405686,0.01706299590628713
BA,modularity,random_node,0.3,0.3893398515729119,0.7281077778374551,0.8704788707304699,0.13813669992777083,0.8814299902798888,0.006941196174479171,0.0036598461942781695,0.026920240953945632,0.014512302156278084,0.028386385817837232
BA,modularity,snowball,0.05,0.3893398515729119,0.48379720184900477,0.24266913936840462,0.21110196923734398,0.3218768156434824,0.006941196174479171,0.013295184071045865,0.02964821269993717,0.02342286398930483,0.035174312855905526
BA,modularity,snowball,0.1,0.3893398515729119,0.45375554495384496,0.16532163310126155,0.1272255214148717,0.20939566060627404,0.006941196174479171,0.015164922317933364,0.026777259250012925,0.01653223767453819,0.024065072880423043
BA,modularity,snowball,0.2,0.3893398515729119,0.4377717290928464,0.12443393002388163,0.06112736783260828,0.13879364888685114,0.006941196174479171,0.006820238184166995,0.0040694049515259635,0.008043300152833438,0.005206348913971003
BA,modularity,snowball,0.3,0.3893398515729119,0.4283372253756661,0.10019894276971655,0.03247850459323524,0.10536017234262715,0.006941196174479171,0.006654313380233416,0.002937169285221265,0.003287638140542001,0.0034394583650973693
ER,assortativity,degree_weighted,0.05,-0.0024011753643336524,-0.1582558260575834,-23.113845680055583,35.724949097049134,42.64507394506254,0.018164300747428693,0.030407164694674776,23.83099528713989,32.66901929341474,40.31228790182459
ER,assortativity,degree_weighted,0.1,-0.0024011753643336524,-0.05101034018448467,-6.457001718130954,20.697849217919135,21.767922283752842,0.018164300747428693,0.010818532191386905,4.503426320118188,19.308849772803867,19.708545590038824
ER,assortativity,degree_weighted,0.2,-0.0024011753643336524,-0.016043549800975606,-2.4470079766687687,10.719804020576,11.06353758084143,0.018164300747428693,0.009453919539197777,2.289149037044798,9.116148729800603,9.29890311117835
ER,assortativity,degree_weighted,0.3,-0.0024011753643336524,-0.01126331854169367,-1.6341553347556275,7.050580658568511,7.274414977387641,0.018164300747428693,0.01430906732502513,1.7836011230584916,6.772981212667591,6.955900732157907
ER,assortativity,edge_uniform,0.05,-0.0024011753643336524,0.26443608379142824,34.59735537992144,19.115647684330877,39.54735937496447,0.018164300747428693,0.015554840443812869,28.30539456925712,16.568077432343767,32.7671442409128
ER,assortativity,edge_uniform,0.1,-0.0024011753643336524,0.1772284462661627,23.368608225095013,13.378316319697229,26.946403238431152,0.018164300747428693,0.00969231571391436,19.503096927520172,12.33505700749468,23.048375413292014
ER,assortativity,edge_uniform,0.2,-0.0024011753643336524,0.09202358246334535,11.879055661974245,8.589182628543195,14.699395239301703,0.018164300747428693,0.007404066608796177,9.487493824118749,7.630563488262354,12.114259769710454
ER,assortativity,edge_uniform,0.3,-0.0024011753643336524,0.04362493393758986,5.979126640282906,6.466396448819863,8.824994625931357,0.018164300747428693,0.011865123122483903,5.655492245684668,5.929438406572367,8.169912342920323
ER,assortativity,random_node,0.05,-0.0024011753643336524,-0.17672820941195605,-23.17305696163456,36.5647511411795,43.31453847253458,0.018164300747428693,0.016960487088948248,19.768841318614736,29.44962002267057,35.43113244596953
ER,assortativity,random_node,0.1,-0.0024011753643336524,-0.050657497326003734,-6.941617271989564,22.111500152306135,23.33595982358282,0.018164300747428693,0.016087371854195717,7.028223491234275,18.371864756243124,19.431756884668424
ER,assortativity,random_node,0.2,-0.0024011753643336524,-0.024173334659285933,-3.345953004509642,12.096311649402896,12.608733319264868,0.018164300747428693,0.005766402403080337,2.8391059693096388,11.65655182513105,11.920810565827505
ER,assortativity,random_node,0.3,-0.0024011753643336524,-0.011851784236860055,-1.5528447712618072,7.4829145183800865,7.746865430845082,0.018164300747428693,0.00876692788786624,2.218882365577531,6.068963303921634,6.3043651740967075
ER,assortativity,snowball,0.05,-0.0024011753643336524,-0.6914024795164626,-93.88331843921846,10.70826153619797,94.49308744934231,0.018164300747428693,0.00807590338779936,82.85793982049714,9.748268706157535,83.42792037014586
ER,assortativity,snowball,0.1,-0.0024011753643336524,-0.5239983098552848,-71.25528239594244,9.249252587700806,71.85588452709905,0.018164300747428693,0.008228787074049457,62.69597216049232,8.141219945734559,63.2183449588413
ER,assortativity,snowball,0.2,-0.0024011753643336524,-0.35851025408132975,-49.15462753294492,8.18773874323277,49.83599163513028,0.018164300747428693,0.0034698566240257984,44.080989801556505,7.873682303572208,44.77294438742022
ER,assortativity,snowball,0.3,-0.0024011753643336524,-0.2679569042081491,-36.86463237904779,5.574087195927621,37.2871756221909,0.018164300747428693,0.005477186538953994,33.19385086963787,4.625671038777044,33.509717939760165
ER,avg_path,degree_weighted,0.05,3.4321451814768458,1.7330230103230104,-0.4951241912510847,0.14153686133538995,0.5152869531571308,0.021552153264895048,0.08559179101084444,0.02308133699901702,0.01569967158994824,0.01882106629918257
ER,avg_path,degree_weighted,0.1,3.4321451814768458,3.819086022225542,0.11285438022368914,0.3151809690067447,0.336859957011254,0.021552153264895048,0.17819372849772214,0.05438870375732852,0.03957854384802933,0.052680612013647196
ER,avg_path,degree_weighted,0.2,3.4321451814768458,6.491078729667454,0.8912088327715295,0.21909927902776838,0.9186565582800681,0.021552153264895048,0.08385109312055299,0.014702308464736979,0.05081332055951753,0.026606548674181024
ER,avg_path,degree_weighted,0.3,3.4321451814768458,5.050232278106397,0.4714398912589828,0.06365918154525861,0.4757402871236078,0.021552153264895048,0.05311938998170141,0.010706916391866553,0.005957923598120437,0.01114392225720155
ER,avg_path,edge_uniform,0.05,3.4321451814768458,3.1920632523603496,-0.06992849868737394,0.2755804817182582,0.28502158805745026,0.021552153264895048,0.06981350309884235,0.020716996878339857,0.0181714330489932,0.0160002783145874
ER,avg_path,edge_uniform,0.1,3.4321451814768458,6.641698479284949,0.9352548777780216,0.3420135343384932,0.9963189406275372,0.021552153264895048,0.14055627754516287,0.045309040182688,0.02570411127386339,0.03863937421912022
ER,avg_path,edge_uniform,0.2,3.4321451814768458,5.523792209333935,0.60938149126584,0.11237538096754333,0.6196892895112841,0.021552153264895048,0.08202246905448865,0.01672144411904773,0.006490334377127769,0.01645438835774833
ER,avg_path,edge_uniform,0.3,3.4321451814768458,4.610482362464667,0.34331246610209476,0.044577349567824935,0.3462187330175228,0.021552153264895048,0.04282279938755611,0.006838020501368343,0.005065214903070008,0.00716853580311313
ER,avg_path,random_node,0.05,3.4321451814768458,1.5183852813852816,-0.5575695952896654,0.11559918215393743,0.5694637685699571,0.021552153264895048,0.04925812733724981,0.015196419480600057,0.005126658179924085,0.014309604446937352
ER,avg_path,random_node,0.1,3.4321451814768458,3.009291530287599,-0.12308548245533815,0.2623418369879396,0.29169234041737263,0.021552153264895048,0.10737439999511716,0.03482521859229194,0.029007680402929625,0.025793581207181573
ER,avg_path,random_node,0.2,3.4321451814768458,7.560190081794742,1.2026343742176713,0.33139226382025894,1.2477124816030654,0.021552153264895048,0.14307729830555818,0.029422092195298646,0.03607185163784424,0.03703552709142534
ER,avg_path,random_node,0.3,3.4321451814768458,5.87845399479789,0.7126815474492542,0.11104656440053909,0.721338182698281,0.021552153264895048,0.09659164091374363,0.0180008668480935,0.01264512357377069,0.019515955246639727
ER,avg_path,snowball,0.05,3.4321451814768458,4.080748518489521,0.1890670159342452,0.20084634794633574,0.2767570598310657,0.021552153264895048,0.053275173745092504,0.021224162132747304,0.01715523399216598,0.01042446165127216
ER,avg_path,snowball,0.1,3.4321451814768458,3.999565351038563,0.16530079803086226,0.06863908279415656,0.1790050015726865,0.021552153264895048,0.04228002548387789,0.005231921554887681,0.004512656195844606,0.0062326342448644125
ER,avg_path,snowball,0.2,3.4321451814768458,3.868935485929233,0.1272733767000075,0.030674146853677753,0.13092453009972577,0.021552153264895048,0.019514966586894108,0.0027020114323962254,0.0014353260678434785,0.002662691624668402
ER,avg_path,snowball,0.3,3.4321451814768458,3.8063297768479787,0.10902603036291461,0.019968454277966112,0.11089032193795292,0.021552153264895048,0.024412270326734986,0.003020279588596831,0.0035770939590821036,0.0028029260228984378
ER,clustering,degree_weighted,0.05,0.010144887359749817,0.00513053857906799,-0.4992126474574895,3.5516477124910133,3.953832674881922,0.0008874423245452517,0.004758117297077818,0.46807986395411005,3.2804963148817077,2.74208537997398
ER,clustering,degree_weighted,0.1,0.010144887359749817,0.010326903116548946,0.022607051608361406,2.9696455297930147,2.973986924590709,0.0008874423245452517,0.001686229606665763,0.18161834294756407,0.3869140394189842,0.38867978607264814
ER,clustering,degree_weighted,0.2,0.010144887359749817,0.012140062904790208,0.19924242763551334,1.1027835672645774,1.1213484325052951,0.0008874423245452517,0.0007450816609787881,0.05306074793106475,0.06029040246535341,0.06677513194621529
ER,clustering,degree_weighted,0.3,0.010144887359749817,0.012079308298332727,0.19323843122585777,0.5596253045379941,0.5932341744501372,0.0008874423245452517,0.0007962016130961893,0.0593995477042458,0.0510964301628252,0.06620147468731488
ER,clustering,edge_uniform,0.05,0.010144887359749817,0.012163413433501526,0.20988868042992187,4.128924283496417,4.139137604584053,0.0008874423245452517,0.001964225370273184,0.24780510432293748,0.5489320605762238,0.5587887669132803
ER,clustering,edge_uniform,0.1,0.010144887359749817,0.012887974364092659,0.26774710193905327,1.9817270850876425,2.000406992360049,0.0008874423245452517,0.0016097088994428926,0.055017280705682195,0.05260148673079364,0.04921469990990908
ER,clustering,edge_uniform,0.2,0.010144887359749817,0.013555315518778066,0.33594146764839994,0.8717160776789179,0.9357663810838664,0.0008874423245452517,0.0013837065163902118,0.062130778531970306,0.05756326371585784,0.05943357825516449
ER,clustering,edge_uniform,0.3,0.010144887359749817,0.012731068924534641,0.25517057988219605,0.4980466500275275,0.5612551200559581,0.0008874423245452517,0.0011925192981927615,0.05508368566796002,0.024497340929422785,0.03644595937024347
ER,clustering,random_node,0.05,0.010144887359749817,0.0046,-0.5327615881097906,4.671392994842704,5.0863510364223945,0.0008874423245452517,0.005079370039680117,0.5135365236080711,5.135336908692439,4.682828271702132
ER,clustering,random_node,0.1,0.010144887359749817,0.008877954451838109,-0.11214122053739857,3.2909724334907353,3.3147543679616795,0.0008874423245452517,0.0031987277241238847,0.3542221562486578,0.7495129653157395,0.7117523343319527
ER,clustering,random_node,0.2,0.010144887359749817,0.00892288109642421,-0.11932810453613736,1.1003808166266231,1.110017448248732,0.0008874423245452517,0.0009709906879037442,0.08038260284654045,0.16129379590460735,0.1537857432663916
ER,clustering,random_node,0.3,0.010144887359749817,0.009867507576981367,-0.026633397431405626,0.6141008154621752,0.6183823130833878,0.0008874423245452517,0.0010445315040457923,0.07621673986472119,0.06352326851575912,0.06430223497780028
ER,clustering,snowball,0.05,0.010144887359749817,0.02697543358211734,1.6645032000535491,2.207870834996728,2.7671896837982617,0.0008874423245452517,0.0028215980244737614,0.26014966589931443,0.36967711440207485,0.4350244173639354
ER,clustering,snowball,0.1,0.010144887359749817,0.02180545806347913,1.1479438737946448,1.159942259805835,1.6331531857111954,0.0008874423245452517,0.002215058189682589,0.07145715056925693,0.08697007167242708,0.08794735395993968
ER,clustering,snowball,0.2,0.010144887359749817,0.018006519869936965,0.776903564470117,0.6079162373712659,0.9871300667487919,0.0008874423245452517,0.0012995639785555078,0.04561482315243151,0.05089071886290473,0.05536236709879243
ER,clustering,snowball,0.3,0.010144887359749817,0.016365092365527058,0.6129676486098969,0.38846700367273523,0.7265022430690535,0.0008874423245452517,0.0015923844382871083,0.0625199477680718,0.05065843486187456,0.07080306061282404
ER,modularity,degree_weighted,0.05,0.3177794538810611,0.7663608098091131,1.4117141473745904,0.2478939305072502,1.4333469595337678,0.0021115096617467656,0.006663705130755236,0.02861462829852748,0.01058733816440478,0.0284920870782481
ER,modularity,degree_weighted,0.1,0.3177794538810611,0.8345065350627449,1.6260755405522154,0.12921560903419255,1.6312316022842346,0.0021115096617467656,0.005946294067111078,0.014424949366946705,0.0104443460308528,0.013943086641163373
ER,modularity,degree_weighted,0.2,0.3177794538810611,0.7271686464510919,1.2883423584684799,0.09900107045263293,1.2921455480411748,0.0021115096617467656,0.0033710673471158297,0.01597696917189984,0.004027613287339472,0.015981059978700567
ER,modularity,degree_weighted,0.3,0.3177794538810611,0.6056487411626298,0.9059249367832971,0.06877312189674023,0.9085369957273365,0.0021115096617467656,0.005028760932785903,0.01808804884676337,0.004053586157578528,0.01820535750289043
ER,modularity,edge_uniform,0.05,0.3177794538810611,0.8352095236446353,1.6283814405143069,0.15282433115337496,1.6355588973452515,0.0021115096617467656,0.0034057334387512387,0.02427209939181675,0.009188155901454323,0.024169477986585152
ER,modularity,edge_uniform,0.1,0.3177794538810611,0.7857972342345583,1.4728180159977629,0.13303633417524674,1.4788164295498996,0.0021115096617467656,0.004912301385022761,0.016086634070671648,0.0036326126992950614,0.01624510265658973
ER,modularity,edge_uniform,0.2,0.3177794538810611,0.6529275609948815,1.054673798199755,0.08557535383420459,1.0581575286782143,0.0021115096617467656,0.0060753983120804345,0.01688176686115262,0.005833008475570717,0.01650078508529657
ER,modularity,edge_uniform,0.3,0.3177794538810611,0.5525441546043087,0.7387592033879764,0.05632730250451806,0.7409063491407706,0.0021115096617467656,0.004290069800125356,0.005333514389576571,0.0026481538613350583,0.005485740203164767
ER,modularity,random_node,0.05,0.3177794538810611,0.7444920207092093,1.3427927747209814,0.29881027854287245,1.3758793192360492,0.0021115096617467656,0.007704837552958037,0.018884033165501992,0.026108115655692196,0.014435617134199915
ER,modularity,random_node,0.1,0.3177794538810611,0.8544213671030605,1.6887844443458409,0.13034754761822837,1.6938303233353877,0.0021115096617467656,0.0021340085226555427,0.01284766582002387,0.009391246706891565,0.012491237403614098
ER,modularity,random_node,0.2,0.3177794538810611,0.7883458829702392,1.4808124257042752,0.10375850649250531,1.4844510863728162,0.0021115096617467656,0.004756665105486423,0.009172481664976247,0.0056864177793285045,0.009315026163703043
ER,modularity,random_node,0.3,0.3177794538810611,0.6762257945526449,1.1279630181633276,0.0828943825102164,1.1310210845537054,0.0021115096617467656,0.00623530098528104,0.012425011630246289,0.006980853321313065,0.012542222316914459
ER,modularity,snowball,0.05,0.3177794538810611,0.646250395217027,1.0336270609964067,0.14172539447573973,1.0433189490019203,0.0021115096617467656,0.006821243385113491,0.014412172696655597,0.007887486035295807,0.014684083353158187
ER,modularity,snowball,0.1,0.3177794538810611,0.6241384982121083,0.9640506703403426,0.09429947327690309,0.968660206799823,0.0021115096617467656,0.005254493289722903,0.008017162268164867,0.00403620049575142,0.00774128951713988
ER,modularity,snowball,0.2,0.3177794538810611,0.552389868315444,0.7382934258975675,0.05955376949282888,0.74070889396298,0.0021115096617467656,0.0033561383128964764,0.006622671192043273,0.005413515813342668,0.00639348596760537
ER,modularity,snowball,0.3,0.3177794538810611,0.4940928659705766,0.5548349707692142,0.04284423104061803,0.5565039513855754,0.0021115096617467656,0.003406128089538246,0.006004248187316289,0.0049740282349858295,0.006068213979361855
