metric,sampler,frac,theta1,theta2,sign,p_misrank,n_valid,pair_id,seed1,seed2
modularity,random_node,0.1,0.39109533677542,0.669820625,-1.0,0.04666666666666667,150.0,4,208,309
clustering,random_node,0.2,0.020825757826187563,0.47522875278212845,-1.0,0.0,150.0,4,208,309
assortativity,random_node,0.2,-0.09261067975110077,0.01019020912097632,-1.0,0.0,150.0,4,208,309
avg_path,random_node,0.2,3.396445556946183,4.2357978723404255,-1.0,0.32666666666666666,150.0,4,208,309
modularity,random_node,0.2,0.39109533677542,0.669820625,-1.0,0.02,150.0,4,208,309
clustering,random_node,0.3,0.020825757826187563,0.47522875278212845,-1.0,0.0,150.0,4,208,309
assortativity,random_node,0.3,-0.09261067975110077,0.01019020912097632,-1.0,0.0,150.0,4,208,309
avg_path,random_node,0.3,3.396445556946183,4.2357978723404255,-1.0,0.013333333333333334,150.0,4,208,309
modularity,random_node,0.3,0.39109533677542,0.669820625,-1.0,0.006666666666666667,150.0,4,208,309
clustering,snowball,0.05,0.020825757826187563,0.47522875278212845,-1.0,0.0,150.0,4,208,309
assortativity,snowball,0.05,-0.09261067975110077,0.01019020912097632,-1.0,0.06666666666666667,150.0,4,208,309
avg_path,snowball,0.05,3.396445556946183,4.2357978723404255,-1.0,0.88,150.0,4,208,309
modularity,snowball,0.05,0.39109533677542,0.669820625,-1.0,0.0,150.0,4,208,309
clustering,snowball,0.1,0.020825757826187563,0.47522875278212845,-1.0,0.0,150.0,4,208,309
assortativity,snowball,0.1,-0.09261067975110077,0.01019020912097632,-1.0,0.0,150.0,4,208,309
avg_path,snowball,0.1,3.396445556946183,4.2357978723404255,-1.0,0.08,150.0,4,208,309
modularity,snowball,0.1,0.39109533677542,0.669820625,-1.0,0.0,150.0,4,208,309
clustering,snowball,0.2,0.020825757826187563,0.47522875278212845,-1.0,0.0,150.0,4,208,309
assortativity,snowball,0.2,-0.09261067975110077,0.01019020912097632,-1.0,0.0,150.0,4,208,309
avg_path,snowball,0.2,3.396445556946183,4.2357978723404255,-1.0,0.0,150.0,4,208,309
modularity,snowball,0.2,0.39109533677542,0.669820625,-1.0,0.0,150.0,4,208,309
clustering,snowball,0.3,0.020825757826187563,0.47522875278212845,-1.0,0.0,150.0,4,208,309
assortativity,snowball,0.3,-0.09261067975110077,0.01019020912097632,-1.0,0.0,150.0,4,208,309
avg_path,snowball,0.3,3.396445556946183,4.2357978723404255,-1.0,0.0,150.0,4,208,309
modularity,snowball,0.3,0.39109533677542,0.669820625,-1.0,0.0,150.0,4,208,309
clustering,degree_weighted,0.05,0.020825757826187563,0.47522875278212845,-1.0,0.5933333333333334,150.0,4,208,309
assortativity,degree_weighted,0.05,-0.09261067975110077,0.01019020912097632,-1.0,0.18796992481203006,133.0,4,208,309
avg_path,degree_weighted,0.05,3.396445556946183,4.2357978723404255,-1.0,0.9933333333333333,150.0,4,208,309
modularity,degree_weighted,0.05,0.39109533677542,0.669820625,-1.0,0.02,150.0,4,208,309
clustering,degree_weighted,0.1,0.020825757826187563,0.47522875278212845,-1.0,0.013333333333333334,150.0,4,208,309
assortativity,degree_weighted,0.1,-0.09261067975110077,0.01019020912097632,-1.0,0.0,150.0,4,208,309
avg_path,degree_weighted,0.1,3.396445556946183,4.2357978723404255,-1.0,0.9466666666666667,150.0,4,208,309
modularity,degree_weighted,0.1,0.39109533677542,0.669820625,-1.0,0.0,150.0,4,208,309
clustering,degree_weighted,0.2,0.020825757826187563,0.47522875278212845,-1.0,0.0,150.0,4,208,309
assortativity,degree_weighted,0.2,-0.09261067975110077,0.01019020912097632,-1.0,0.0,150.0,4,208,309
avg_path,degree_weighted,0.2,3.396445556946183,4.2357978723404255,-1.0,0.05333333333333334,150.0,4,208,309
modularity,degree_weighted,0.2,0.39109533677542,0.669820625,-1.0,0.0,150.0,4,208,309
clustering,degree_weighted,0.3,0.020825757826187563,0.47522875278212845,-1.0,0.0,150.0,4,208,309
assortativity,degree_weighted,0.3,-0.09261067975110077,0.01019020912097632,-1.0,0.0,150.0,4,208,309
avg_path,degree_weighted,0.3,3.396445556946183,4.2357978723404255,-1.0,0.0,150.0,4,208,309
modularity,degree_weighted,0.3,0.39109533677542,0.669820625,-1.0,0.0,150.0,4,208,309
clustering,edge_uniform,0.05,0.020825757826187563,0.47522875278212845,-1.0,0.07333333333333333,150.0,4,208,309
assortativity,edge_uniform,0.05,-0.09261067975110077,0.01019020912097632,-1.0,0.013513513513513514,148.0,4,208,309
avg_path,edge_uniform,0.05,3.396445556946183,4.2357978723404255,-1.0,0.98,150.0,4,208,309
modularity,edge_uniform,0.05,0.39109533677542,0.669820625,-1.0,0.02,150.0,4,208,309
clustering,edge_uniform,0.1,0.020825757826187563,0.47522875278212845,-1.0,0.0,150.0,4,208,309
assortativity,edge_uniform,0.1,-0.09261067975110077,0.01019020912097632,-1.0,0.0,150.0,4,208,309
avg_path,edge_uniform,0.1,3.396445556946183,4.2357978723404255,-1.0,0.62,150.0,4,208,309
modularity,edge_uniform,0.1,0.39109533677542,0.669820625,-1.0,0.0,150.0,4,208,309
clustering,edge_uniform,0.2,0.020825757826187563,0.47522875278212845,-1.0,0.0,150.0,4,208,309
assortativity,edge_uniform,0.2,-0.09261067975110077,0.01019020912097632,-1.0,0.0,150.0,4,208,309
avg_path,edge_uniform,0.2,3.396445556946183,4.2357978723404255,-1.0,0.0,150.0,4,208,309
modularity,edge_uniform,0.2,0.39109533677542,0.669820625,-1.0,0.0,150.0,4,208,309
clustering,edge_uniform,0.3,0.020825757826187563,0.47522875278212845,-1.0,0.0,150.0,4,208,309
assortativity,edge_uniform,0.3,-0.09261067975110077,0.01019020912097632,-1.0,0.0,150.0,4,208,309
avg_path,edge_uniform,0.3,3.396445556946183,4.2357978723404255,-1.0,0.0,150.0,4,208,309
modularity,edge_uniform,0.3,0.39109533677542,0.669820625,-1.0,0.0,150.0,4,208,309
