metric,sampler,frac,theta_mean,mean_sampled_mean,bias_rel_mean,var_rel_mean,nd_mean,theta_std,mean_sampled_std,bias_rel_std,var_rel_std,nd_std
clustering,snowball,0.1,0.021920426781107512,0.0718607051678054,2.277940936486155,1.0400535505439366,2.5074752442647075,0.0013589136927481934,0.004992391999820877,0.10359633585592425,0.13350820596180527,0.08760358873673407
clustering,snowball,0.2,0.021920426781107512,0.05230668441361379,1.3859441879132868,0.3301724179591045,1.4253223907627635,0.0013589136927481934,0.0038057974652670377,0.09236927598714528,0.03959711751048529,0.08938128908729372
clustering,snowball,0.3,0.021920426781107512,0.04349353529851823,0.9838021219253077,0.15740072205341452,0.9969205822521371,0.0013589136927481934,0.003118639488537852,0.0659711452013375,0.03433420430005707,0.06340128899526841
modularity,degree_weighted,0.05,0.38994764802695736,0.5509722126344113,0.4128199377522936,0.2574303994412249,0.4869446809565243,0.0025457087990117364,0.017052929626537282,0.0374039594647696,0.03299530350808283,0.04424062386838306
modularity,degree_weighted,0.1,0.38994764802695736,0.552318974317727,0.41633527312606217,0.1604311966676298,0.4464163710324531,0.0025457087990117364,0.011654011971024508,0.02452340988817381,0.009824631371868082,0.020736109769096154
modularity,degree_weighted,0.2,0.38994764802695736,0.5098918728218049,0.3074943305765017,0.07139422280417483,0.31571233613148775,0.0025457087990117364,0.011632925591981536,0.022414383407284626,0.0033260225485389878,0.021977056460070053
modularity,degree_weighted,0.3,0.38994764802695736,0.4764341166008418,0.2217183280342822,0.03945463925832264,0.2252404049611035,0.0025457087990117364,0.009516754525827576,0.017701518759499435,0.0041550979547421854,0.017568878827531133
modularity,edge_uniform,0.05,0.38994764802695736,0.6424077929323364,0.6473651643254341,0.23367028488786765,0.6883801054016117,0.0025457087990117364,0.011963596664097869,0.024454552029075375,0.016028705231957065,0.02500610210589029
modularity,edge_uniform,0.1,0.38994764802695736,0.5663523798462357,0.45225432066066507,0.14150077625568377,0.47402416113390977,0.0025457087990117364,0.020792948282836107,0.04768421864961265,0.008063221267298186,0.04648353330532007
modularity,edge_uniform,0.2,0.38994764802695736,0.4977627905204435,0.2764336620353755,0.060428146635629676,0.2829872360827001,0.0025457087990117364,0.009816517844421772,0.01990457870052694,0.0076055465353579875,0.020874143678756292
modularity,edge_uniform,0.3,0.38994764802695736,0.4631570019716579,0.18769502826057355,0.04029757523833387,0.1920007977571957,0.0025457087990117364,0.007259880284337636,0.012211160329926118,0.0025638816894140875,0.01191430889537344
modularity,random_node,0.05,0.38994764802695736,0.5940870895144581,0.5234841838727059,0.500398580408403,0.7256838271581446,0.0025457087990117364,0.018011958958432016,0.04446630484268729,0.04007687267532458,0.02924336319072269
modularity,random_node,0.1,0.38994764802695736,0.7951264552406592,1.0390744476800526,0.18539342356876837,1.0555211969076406,0.0025457087990117364,0.009754580644592472,0.023126245950142968,0.010910748275987248,0.023572397697511963
modularity,random_node,0.2,0.38994764802695736,0.7934394426694575,1.0347749845756784,0.14763122064901332,1.045352484768579,0.0025457087990117364,0.0038393495177271703,0.012107657500340867,0.016569628667551003,0.012715491218010208
modularity,random_node,0.3,0.38994764802695736,0.7340697338261244,0.8824633284087176,0.12720352907032448,0.891633509408339,0.0025457087990117364,0.006294261049095031,0.005408858037787496,0.010837529792710273,0.0060534011236379
modularity,snowball,0.05,0.38994764802695736,0.49269785559719004,0.2634028439121631,0.19891869735422185,0.33056066773427306,0.0025457087990117364,0.016696590242848672,0.03823234199200875,0.014598288993936585,0.03569329239827349
modularity,snowball,0.1,0.38994764802695736,0.46200704127500486,0.18474708399244172,0.12421190086256277,0.2233751756132834,0.0025457087990117364,0.010009177030806652,0.021539743072750323,0.012339044726604886,0.013990278967038042
modularity,snowball,0.2,0.38994764802695736,0.4460746989831633,0.14390688426914783,0.05682713906372809,0.15513673678128143,0.0025457087990117364,0.007921598405647682,0.016634452178085363,0.00884060988522895,0.013919279839661985
modularity,snowball,0.3,0.38994764802695736,0.4350959032399816,0.11574796369145172,0.03602883591627023,0.12134874478707072,0.0025457087990117364,0.00764089695637347,0.015493116172628715,0.0024159238222489646,0.014441646552778943
